year,subject,microtopic,questions
2021,General Studies III,"Defence technology: missile classification (ballistic/cruise), India's missile programme, Integrated Guided Missile Programme, robotics/AI in defence, cyber warfare preparedness, drone/UAV and stealth technology, hypersonic glide vehicles/cruise missiles, weapons of mass destruction, defence reforms",1
2021,General Studies III,"Money laundering and black money: meaning and harmful effects of money laundering, PMLA 2002 provisions as a check on organized crime/terror-financing, parallel economy dimensions, demonetisation's impact on black money, and cross-border money-laundering coordination challenges",1
2021,General Studies III,"Land reforms: colonial-era ownership patterns (Zamindari, Ryotwari, Mahalwari), objectives and progress since Independence, ceiling-legislation progress, NITI Aayog's land-leasing report, and the SVAMITVA scheme",1
2021,General Studies III,"Public Distribution System: objectives, functioning, limitations, revamping from universal to targeted PDS, cost-benefit analysis, buffer-stock policy, and the Food Security Bill's resource-mobilization/criticism debate",1
2021,General Studies III,"Global economic-policy linkages: G7 corporate-tax deal, virtual-currency taxation, world inequality/employment-outlook reports, gig economy",1
2021,General Studies III,"Monetary & financial-sector policy: stock-market factors, RBI surplus transfer/gold reserves, RBI liquidity management, bad-loans problem, disinvestment, cryptocurrency regulation, Digital Public Infrastructure",1
2021,General Studies III,"Planning in India: objectives, history, Five-Year-Plan analysis, and Growth vs Development distinction (national income determination, GDP/GNP/NDP/NNP/per-capita income, HDI, gender-development index, poverty index, MDGs/SDGs)",1
2021,General Studies III,"Air pollution & control regimes: nitrogen pollution, radioactive discharges, acid rain impact, coal-plant SO2 control, GRAP in NCR, metal-mining pollution, World Air Quality Report",1
2021,General Studies IV,"Essential aptitude for civil servants; foundational values of civil services: neutrality, anonymity, accountability, integrity, humility, adaptability, magnanimity, perseverance, impartiality/non-partisanship, tolerance and compassion for the weaker sections, and contribution to society",5
2021,General Studies IV,"Case studies: public-service integrity & corruption dilemmas: welfare-scheme 'ghost beneficiary' fraud amid caste sensitivities, law-enforcement bribery from an illegal-mining network, superior's personal-gain conflict-of-interest request, tax officer's technical-vs-substantial-compliance discretion",3
2021,General Studies IV,'Constitutional morality': concept and how it is enforced in a democratic system; social auditing as more than financial verification — an instrument of ethical governance,2
2021,General Studies IV,Frequently cited quotation-anchors for ethics answer-writing: Gandhi's 'Seven Sins' and 'the weak can never forgive'; Socrates' 'an unexamined life is not worth living'; Nehru on awakening women as key to awakening the nation; Jefferson's 'honesty is the first chapter in the book of wisdom' (intelle,2
2021,General Studies IV,"Case studies: crisis & resource-allocation dilemmas: drought-relief tanker capture by a 'tanker mafia', disaster resource-allocation triage (elite vs marginalised site), law-and-order vs root-cause balancing (illicit liquor), government-doctor private-practice neglect with union-strike threat",1
2021,General Studies IV,"Refugees and ethics: why migration occurs, the Syria case study, dilemmas of the refugee crisis, and steps needed",1
2021,General Studies IV,"Technology & AI ethics (case studies): drone ethics, AI ethics (in healthcare, creativity, human rights), technological ethics (facial recognition, crypto-mining, brain-computer interfaces), ethics in Digital Public Infrastructure, online-gaming/mining ethics",1
2021,General Studies IV,"Case studies: public-safety & procurement dilemmas under pressure: infrastructure-safety cover-up under election-timeline pressure, defence-procurement L1-vs-clean-bidder dilemma, clinical-trial consent violations vs public-health urgency",1
2021,General Studies IV,"Case studies: whistleblowing, disclosure & confidentiality dilemmas: whistleblower/suspect pleading humanitarian delay, workplace-harassment complaint with a confidentiality request, industrial-pollution complaint against a politically-connected employer",1
2021,General Studies IV,Importance of EI at the workplace and in civil services; components of EI applied to conflict resolution and crisis-time administrative communication,1
2021,General Studies IV,"Attitude-formation model, impact of beliefs and values, group and social influences, persuasion tactics and tools",1
2021,General Studies IV,"Global moral/civic exemplars used as case anchors: Abraham Lincoln, Nelson Mandela, Martin Luther King, Aung San Suu Kyi, Dalai Lama, Mother Teresa, Albert Einstein, J.L. Nehru, Lee Kuan Yew, Henry Ford, Abdul Kalam, Muhammad Yunus, Wangari Maathai, Kofi Annan, Desmond Tutu, Elie Wiesel",1
2022,General Studies I,"Geology: minerals, major crustal elements, physical characteristics of minerals, rocks (igneous/sedimentary/metamorphic), rock cycle, and rock-soil relationships",1
2022,General Studies I,"Religions in India: pre-Vedic religion, Hinduism, Buddhism, Jainism, Sikhism, Islam, Christianity, Zoroastrianism, Judaism; Indian philosophy (Adi Shankaracharya, Upanishads, heterodox sects, Tantrism)",1
2022,General Studies I,"Migration and settlements: push/pull factors, internal vs world migration, functional classification of cities, boundaries vs frontiers, rural-urban fringe characteristics, national urbanisation policy, principles of urban planning, land-cover transformation, and settlement typologies (rural/urban, ",1
2022,General Studies I,"Tropical cyclones: formation conditions, convective cyclogenesis, path, damage, Arabian Sea cyclones, naming conventions, and early-warning systems",1
2022,General Studies I,'Adivasi' as a category: reasons for the term and geographic concentration of tribal populations; issues with tribal habitat in India,1
2022,General Studies I,"Linguistic reorganization of states and the Commissions (Dhar, JVP, Fazl Ali) — and whether it strengthened or weakened Indian unity; linguistic regionalism, constitutional language policy, and recent Hindi-language controversy",1
2022,General Studies I,"Family, marriage, and kinship structural shifts in transitional Indian society; validity of Hindu marriages, live-in relationships, raising the legal age for marriage, and the menace of girl-child marriage",1
2022,General Studies I,"East India Company's administrative expansions (Regulating Act 1773; Ring Fence policy as precursor to Subsidiary Alliance; Doctrine of Lapse); the British conquest of India, Anglo-Mysore and Anglo-Punjab Wars",1
2022,General Studies I,"Mineral and energy resources: metallic/non-metallic mineral types, distribution and mining regions, ferrous/non-ferrous metal production and trade, energy classification, conventional energy sources (coal, petroleum, natural gas, hydro-electricity), atomic energy (uranium/thorium), renewable energy ",1
