subject,subject_id,paper_code,phase,question_number,display_order,source_question_ref,topic,microtopic,microtopic_slug,question_id,stem_excerpt
Economic & Social Issues,1a874661-957e-4c81-a90f-b0634834d889,NABARD-P1-ESI-2020,1,153,33,ESI-2020-Q153,Rural Development and Panchayati Raj,Aspirational Districts Programme,esi-aspirational-districts-programme-6a7644df,,Q.153) The Transformation of Aspirational District’s Programme which aims to expeditious improve the socio-economic stat
Economic & Social Issues,1a874661-957e-4c81-a90f-b0634834d889,NABARD-P1-ESI-2020,1,154,34,ESI-2020-Q154,Rural Development and Panchayati Raj,Rural roads and PMGSY,esi-rural-roads-and-pmgsy-2cb50665,,"Q.154) The Phase-III of PMGSY which aims at consolidation of 1,25,000 Kms Through Routes and Major Rural Links that conn"
Economic & Social Issues,1a874661-957e-4c81-a90f-b0634834d889,NABARD-P1-ESI-2020,1,155,35,ESI-2020-Q155,"International Institutions, Indices and Reports",International economic forums and summit declarations,esi-international-economic-forums-and-summit-declarations-4cfa2293,,Q.155) The theme of the World Economic Forum's meeting for 2020 held in Davos is
Economic & Social Issues,1a874661-957e-4c81-a90f-b0634834d889,NABARD-P1-ESI-2020,1,156,36,ESI-2020-Q156,"International Institutions, Indices and Reports",Growth forecasts by international agencies,esi-growth-forecasts-by-international-agencies-f9efa8b2,,"Q.156) UN lowered its GDP growth estimate for India to ____ % in FY20 (from 7.6 per cent forecast in WESP 2019), release"
Economic & Social Issues,1a874661-957e-4c81-a90f-b0634834d889,NABARD-P1-ESI-2020,1,157,37,ESI-2020-Q157,"International Institutions, Indices and Reports",Growth forecasts by international agencies,esi-growth-forecasts-by-international-agencies-f9efa8b2,,Q.157) Which of the following is the reason behind IMF’s lowering of GDP growth of India for 2019-20?
Economic & Social Issues,1a874661-957e-4c81-a90f-b0634834d889,NABARD-P1-ESI-2020,1,158,38,ESI-2020-Q158,Welfare Schemes and Social Security,Pension schemes for unorganised workers and farmers,esi-pension-schemes-for-unorganised-workers-and-farmers-d8bd0eda,,Q.158) The age eligibility for PM Kisan Maan Dhan Yojana is
Economic & Social Issues,1a874661-957e-4c81-a90f-b0634834d889,NABARD-P1-ESI-2020,1,159,39,ESI-2020-Q159,Rural Development and Panchayati Raj,"DAY-NRLM, self-help groups and rural livelihoods",esi-day-nrlm-self-help-groups-and-rural-livelihoods-afd82160,,Q.159) The aim of DAY-NRLM is
Economic & Social Issues,1a874661-957e-4c81-a90f-b0634834d889,NABARD-P1-ESI-2020,1,160,40,ESI-2020-Q160,Welfare Schemes and Social Security,Poverty alleviation packages and Garib Kalyan schemes,esi-poverty-alleviation-packages-and-garib-kalyan-schemes-edf1c6f8,,Q.160) Which of the following has launched PM Garib Kalyan Vikas Yojana with the help of RBI?
Economic & Social Issues,1a874661-957e-4c81-a90f-b0634834d889,NABARD-P1-ESI-2021,1,121,1,ESI-2021-Q121,"Education, Health and Human Development",School education schemes and curriculum frameworks,esi-school-education-schemes-and-curriculum-frameworks-ce15e747,,Q.121) Samagra Shiksha is an ambitious programme for the school education till class 12. It was launched in which year?
Economic & Social Issues,1a874661-957e-4c81-a90f-b0634834d889,NABARD-P1-ESI-2021,1,122,2,ESI-2021-Q122,Welfare Schemes and Social Security,Women and child welfare schemes,esi-women-and-child-welfare-schemes-b322a19f,,Q.122) Which of the following signifies the prime aim of the Beti Bachao Beti Padhao Scheme?
Economic & Social Issues,1a874661-957e-4c81-a90f-b0634834d889,NABARD-P1-ESI-2021,1,123,3,ESI-2021-Q123,"Banking, Credit and Financial Inclusion",Financial stability assessment and reporting,esi-financial-stability-assessment-and-reporting-4c5c423c,,Q.123) Financial Stability Report which contains an assessment of financial sectors in India and also the collective eff
Economic & Social Issues,1a874661-957e-4c81-a90f-b0634834d889,NABARD-P1-ESI-2021,1,124,4,ESI-2021-Q124,"Banking, Credit and Financial Inclusion",Public sector bank reforms,esi-public-sector-bank-reforms-3d69d7d1,,"Q.124) Recently, Union Minister for Finance Smt. Nirmala Sitharaman unveiled EASE 4.0, the Public Sector Bank (PSB) Refo"
Economic & Social Issues,1a874661-957e-4c81-a90f-b0634834d889,NABARD-P1-ESI-2021,1,125,5,ESI-2021-Q125,"Banking, Credit and Financial Inclusion",Capital market instruments and regulation,esi-capital-market-instruments-and-regulation-80c7bce4,,Q.125) REITs and InvITs are innovative vehicles that allow developers to monetize revenue- generating real estate and in
Economic & Social Issues,1a874661-957e-4c81-a90f-b0634834d889,NABARD-P1-ESI-2021,1,126,6,ESI-2021-Q126,"International Institutions, Indices and Reports",United Nations agencies and campaigns,esi-united-nations-agencies-and-campaigns-3b306d64,,Q.126) The United Nations Development Programme (UNDP) has launched 'Sahi Disha' campaign to celebrate___________?
Economic & Social Issues,1a874661-957e-4c81-a90f-b0634834d889,NABARD-P1-ESI-2021,1,127,7,ESI-2021-Q127,Agricultural Economy and Food Policy,"Irrigation, water resources and river linking",esi-irrigation-water-resources-and-river-linking-1923c369,,Q.127) Ministry of Jal Shakti has prepared plan for transferring water from water surplus region to water deficit region
Economic & Social Issues,1a874661-957e-4c81-a90f-b0634834d889,NABARD-P1-ESI-2021,1,128,8,ESI-2021-Q128,"Education, Health and Human Development",School education schemes and curriculum frameworks,esi-school-education-schemes-and-curriculum-frameworks-ce15e747,,Q.128) Ministry of Education has launched a National Initiative “NIPUN Bharat”. Identify the major aims and objective of
Economic & Social Issues,1a874661-957e-4c81-a90f-b0634834d889,NABARD-P1-ESI-2021,1,129,9,ESI-2021-Q129,"Banking, Credit and Financial Inclusion",Microfinance sector and its regulation,esi-microfinance-sector-and-its-regulation-28890afb,,"Q.129) To tackle menace in Microfinance sector after 2010 Andhra Crisis, identify the committee which has been set up by"
Economic & Social Issues,1a874661-957e-4c81-a90f-b0634834d889,NABARD-P1-ESI-2021,1,130,10,ESI-2021-Q130,Agricultural Economy and Food Policy,Solar and renewable energy schemes in agriculture,esi-solar-and-renewable-energy-schemes-in-agriculture-29cb0ba0,,Q.130) What is the objective of PM KUSUM scheme?
Economic & Social Issues,1a874661-957e-4c81-a90f-b0634834d889,NABARD-P1-ESI-2021,1,131,11,ESI-2021-Q131,Welfare Schemes and Social Security,Pandemic relief packages and worker support,esi-pandemic-relief-packages-and-worker-support-fa7351c0,,Q.131) Pradhan Mantri Garib Kalyan Yojna launched Insurance Scheme for Health Workers Fighting COVID -19’ was launched t
Economic & Social Issues,1a874661-957e-4c81-a90f-b0634834d889,NABARD-P1-ESI-2021,1,132,12,ESI-2021-Q132,"Banking, Credit and Financial Inclusion",Kisan Credit Card and agricultural credit,esi-kisan-credit-card-and-agricultural-credit-507c08b4,,Q.132) The Kisan Credit Card scheme is a Government of India scheme which provides farmers with timely access to credit.
Economic & Social Issues,1a874661-957e-4c81-a90f-b0634834d889,NABARD-P1-ESI-2021,1,133,13,ESI-2021-Q133,"Banking, Credit and Financial Inclusion",Differentiated banks and rural banking,esi-differentiated-banks-and-rural-banking-4d20c619,,Q.133) Which of the following financial institution satisfies the following condition 1) provide financial services to t
Economic & Social Issues,1a874661-957e-4c81-a90f-b0634834d889,NABARD-P1-ESI-2021,1,134,14,ESI-2021-Q134,"Banking, Credit and Financial Inclusion",Priority sector lending norms,esi-priority-sector-lending-norms-05568a2d,,"Q.134) With a view to ensure continued availability of credit to agriculture, MSME and housing sectors and to facilitate"
Economic & Social Issues,1a874661-957e-4c81-a90f-b0634834d889,NABARD-P1-ESI-2021,1,135,15,ESI-2021-Q135,"Education, Health and Human Development",National Education Policy 2020,esi-national-education-policy-2020-fd9f53fb,,Q.135) Identify the chairman of committee who recommended National Education policy 2020?
Economic & Social Issues,1a874661-957e-4c81-a90f-b0634834d889,NABARD-P1-ESI-2021,1,136,16,ESI-2021-Q136,Agricultural Economy and Food Policy,Agriculture infrastructure financing,esi-agriculture-infrastructure-financing-4d9c7437,,Q.136) Which of the following is not one of the features of Agriculture Infrastructure development fund.
Economic & Social Issues,1a874661-957e-4c81-a90f-b0634834d889,NABARD-P1-ESI-2021,1,137,17,ESI-2021-Q137,"Education, Health and Human Development","Higher education, enrolment and AISHE",esi-higher-education-enrolment-and-aishe-05a008bf,,"Q.137) New Educational Policy 2020, has set an aim to increase the Gross enrolment ratio in higher Education including v"
Economic & Social Issues,1a874661-957e-4c81-a90f-b0634834d889,NABARD-P1-ESI-2021,1,138,18,ESI-2021-Q138,"Constitution, Governance and Institutions",Finance Commission and fiscal federalism,esi-finance-commission-and-fiscal-federalism-b65583a6,,"Q.138) As per constitution, article 280 mandates for establishing Finance Commission every 5 year. Identify the date of "
Economic & Social Issues,1a874661-957e-4c81-a90f-b0634834d889,NABARD-P1-ESI-2021,1,139,19,ESI-2021-Q139,"Indian Economy, Public Finance and Industry",Union Budget provisions and taxation,esi-union-budget-provisions-and-taxation-f43747fa,,Q.139) The Union Budget 2021 -22 with focus on Capital expenditure along with a Development Financial Institution is bas
Economic & Social Issues,1a874661-957e-4c81-a90f-b0634834d889,NABARD-P1-ESI-2021,1,140,20,ESI-2021-Q140,"Constitution, Governance and Institutions",Finance Commission and fiscal federalism,esi-finance-commission-and-fiscal-federalism-b65583a6,,Q.140) The XV Finance Commission has recommended in its recently submitted report that health spending by states should 
Economic & Social Issues,1a874661-957e-4c81-a90f-b0634834d889,NABARD-P1-ESI-2021,1,141,21,ESI-2021-Q141,Welfare Schemes and Social Security,Pension schemes for unorganised workers and farmers,esi-pension-schemes-for-unorganised-workers-and-farmers-d8bd0eda,,Q.141) Identify the correct statement about ATAL Pension Yojna 1) Applicable to all citizen of India aged between 18-40 
Economic & Social Issues,1a874661-957e-4c81-a90f-b0634834d889,NABARD-P1-ESI-2021,1,142,22,ESI-2021-Q142,Rural Development and Panchayati Raj,"DAY-NRLM, self-help groups and rural livelihoods",esi-day-nrlm-self-help-groups-and-rural-livelihoods-afd82160,,Q.142) Analyse the following features and identify the scheme. 1) To provide support to Women Self Help Groups 2) To imp
Economic & Social Issues,1a874661-957e-4c81-a90f-b0634834d889,NABARD-P1-ESI-2021,1,143,23,ESI-2021-Q143,"Indian Economy, Public Finance and Industry",Fiscal deficit and public finance,esi-fiscal-deficit-and-public-finance-3cbd6dfc,,Q.143) Identify the fiscal deficit as per Union Budget 2021-22?
Economic & Social Issues,1a874661-957e-4c81-a90f-b0634834d889,NABARD-P1-ESI-2021,1,144,24,ESI-2021-Q144,"Indian Economy, Public Finance and Industry",Union Budget provisions and taxation,esi-union-budget-provisions-and-taxation-f43747fa,,"Q.144) According to the Union Budget 2021 -22, to promote digital economy, the gross turnover threshold for tax audit ha"
Economic & Social Issues,1a874661-957e-4c81-a90f-b0634834d889,NABARD-P1-ESI-2021,1,145,25,ESI-2021-Q145,Rural Development and Panchayati Raj,Rural and urban housing schemes,esi-rural-and-urban-housing-schemes-92031959,,Q.145) Identify the incorrect statement about the Pradhan Mantri Awaas Yojana – Urban?
Economic & Social Issues,1a874661-957e-4c81-a90f-b0634834d889,NABARD-P1-ESI-2021,1,146,26,ESI-2021-Q146,"Population, Employment and Social Indicators","Social legislation on women, children and the elderly",esi-social-legislation-on-women-children-and-the-elderly-320dd084,,"Q.146) According to the Prohibition of Child Marriage Act, 2006, Child age is defined as"
Economic & Social Issues,1a874661-957e-4c81-a90f-b0634834d889,NABARD-P1-ESI-2021,1,147,27,ESI-2021-Q147,"International Institutions, Indices and Reports",Multilateral development banks and the IMF,esi-multilateral-development-banks-and-the-imf-76ca8ef5,,Q.147) Identify the Incorrect statement about New Development Bank (NDB)?
Economic & Social Issues,1a874661-957e-4c81-a90f-b0634834d889,NABARD-P1-ESI-2021,1,148,28,ESI-2021-Q148,"International Institutions, Indices and Reports",International groupings and their membership,esi-international-groupings-and-their-membership-7b399f83,,Q.148)Which of the following country is not a member of Shanghai Cooperation Organisation (SCO)?
Economic & Social Issues,1a874661-957e-4c81-a90f-b0634834d889,NABARD-P1-ESI-2021,1,149,29,ESI-2021-Q149,"International Institutions, Indices and Reports",International groupings and their membership,esi-international-groupings-and-their-membership-7b399f83,,Q.149) Which of the following country is not a member of Association of South East Asian Nations (ASEAN)?
Economic & Social Issues,1a874661-957e-4c81-a90f-b0634834d889,NABARD-P1-ESI-2021,1,150,30,ESI-2021-Q150,"Population, Employment and Social Indicators","Labour laws, wages and maternity benefit",esi-labour-laws-wages-and-maternity-benefit-4e442e0b,,"Q.150) As per Ministry of Labour and Employment, calories intake corresponding to income, considered for calculating min"
Economic & Social Issues,1a874661-957e-4c81-a90f-b0634834d889,NABARD-P1-ESI-2021,1,151,31,ESI-2021-Q151,"Indian Economy, Public Finance and Industry",Balance of payments and the external sector,esi-balance-of-payments-and-the-external-sector-a23a8009,,Q.151) Which of the following shows the difference between exports and imports of goods and services?
Economic & Social Issues,1a874661-957e-4c81-a90f-b0634834d889,NABARD-P1-ESI-2021,1,152,32,ESI-2021-Q152,"Banking, Credit and Financial Inclusion",Public sector bank reforms,esi-public-sector-bank-reforms-3d69d7d1,,"Q.152) In India, the Managing Director and Chief executive Officer of Public Sector Banks is recommended by which of the"
Economic & Social Issues,1a874661-957e-4c81-a90f-b0634834d889,NABARD-P1-ESI-2021,1,153,33,ESI-2021-Q153,"Indian Economy, Public Finance and Industry",Inflation measurement and price indices,esi-inflation-measurement-and-price-indices-b4ee8a99,,Q.153) Which of the following is an indicator of retail inflation in India?
Economic & Social Issues,1a874661-957e-4c81-a90f-b0634834d889,NABARD-P1-ESI-2021,1,154,34,ESI-2021-Q154,"Constitution, Governance and Institutions",Parliamentary committees and oversight,esi-parliamentary-committees-and-oversight-99a84f1f,,Q.154) Identify the correct statement regarding Public Accounts Committee.
Economic & Social Issues,1a874661-957e-4c81-a90f-b0634834d889,NABARD-P1-ESI-2021,1,155,35,ESI-2021-Q155,"International Institutions, Indices and Reports",United Nations agencies and campaigns,esi-united-nations-agencies-and-campaigns-3b306d64,,Q.155) Which of the following statement is NOT correct regarding Food and Agriculture Organisation (FAO)?
Economic & Social Issues,1a874661-957e-4c81-a90f-b0634834d889,NABARD-P1-ESI-2021,1,156,36,ESI-2021-Q156,"Population, Employment and Social Indicators",Social movements and civil society,esi-social-movements-and-civil-society-42bade55,,Q.156) Who of the following is associated with Beej Bachao Andolan initiated in 1986 ?
