group,id,verdict,fact,source,note
ACT-SEC,ACTS-064,confirmed,DA s.19A: Rs 1 lakh floor introduced by Act 27 of 2014,https://lawgist.in/depositories-act/19A,
ACT-SEC,ACTS-065,confirmed,DA s.10(1)-(3),https://lawgist.in/depositories-act/10,
ACT-SEC,ACTS-067,confirmed,DA s.23A 45 days from receipt (30 Jul 2026); s.23F 60 days on question of law (5 Feb 2027),https://lawgist.in/depositories-act/23F,
ACT-SEC,ACTS-068,confirmed,"DA s.16: depository indemnifies BO; recourse against participant; 3,000 x 640 = 19.2 lakh",https://lawgist.in/depositories-act/16,
ACT-SEC,ACTS-069,confirmed,DA s.12(1)-(2),https://lawgist.in/depositories-act/12,
ACT-SEC,ACTS-070,confirmed,DA s.19E: 1 lakh/day max 1 cr -> 1L to 75L,https://lawgist.in/depositories-act/19E,
CA-A,CAA-001,confirmed,"s.103(2)(a): adjourned to same day next week, same time/place or as Board determines",https://www.indiacode.nic.in/handle/123456789/2114,
CA-A,CAA-002,confirmed,"s.103(1)(a)(ii): 1,001-5,000 members -> 15 present; s.103(2) proviso: 3 days' notice individually or by newspaper advertisement",https://www.indiacode.nic.in/handle/123456789/2114,
CA-A,CAA-003,confirmed,"s.103(1)(a)(iii) >5,000 members -> 30; s.103(3) members present form quorum at adjourned meeting; s.103(2)(b) requisitioned meeting cancelled",https://www.indiacode.nic.in/handle/123456789/2114,
CA-A,CAA-004,confirmed,s.196(3)(a): MD/WTD/manager not below 21 or above 70 (70+ by special resolution with justification),https://www.indiacode.nic.in/handle/123456789/2114,
CA-A,CAA-005,confirmed,s.196(3)(a) proviso: person above 70 may be appointed by special resolution with justification in explanatory statement,https://www.indiacode.nic.in/handle/123456789/2114,
CA-A,CAA-006,confirmed,"s.161(2): alternate appointed if authorised by articles/GM resolution, for absence from India >=3 months; not a person already a director of same company",https://www.indiacode.nic.in/handle/123456789/2114,
CA-A,CAA-007,confirmed,s.161(2) provisos: alternate for ID must qualify as ID; vacates when original director returns to India,https://www.indiacode.nic.in/handle/123456789/2114,
CA-A,CAA-008,confirmed,s.423: appeal to SC within 60 days on question of law; further period up to 60 days,https://www.indiacode.nic.in/handle/123456789/2114,
CA-A,CAA-009,confirmed,s.423: 60 + 60 days from 3 Mar 2026 -> 2 May 2026 and 1 Jul 2026,https://www.indiacode.nic.in/handle/123456789/2114,
CA-A,CAA-010,confirmed,s.421(3): 45 days + further period not exceeding 45 days,https://www.indiacode.nic.in/handle/123456789/2114,
CA-A,CAA-011,confirmed,"s.421(1),(2),(4): any person aggrieved may appeal; no appeal from consent order; NCLAT confirms/modifies/sets aside",https://www.indiacode.nic.in/handle/123456789/2114,
CA-A,CAA-012,confirmed,s.421(3): 67 days from 12 Jan 2026 to 20 Mar 2026; within further 45 days on sufficient cause,https://www.indiacode.nic.in/handle/123456789/2114,
CA-A,CAA-013,confirmed,"Audit & Auditors Rules 2014 r.3: qualifications/experience, commensurate with size, pending professional-conduct proceedings; fee not a criterion",https://www.mca.gov.in/content/mca/global/en/acts-rules/ebooks/rules.html,
CA-A,CAA-014,confirmed,"s.247(1): registered valuer appointed by Audit Committee or, in its absence, Board",https://www.indiacode.nic.in/handle/123456789/2114,
CA-A,CAA-015,confirmed,s.247(2)(c): no interest 3 years before appointment / 3 years after valuation; s.62(1)(c) registered valuer report,https://www.indiacode.nic.in/handle/123456789/2114,
CA-A,CAA-016,confirmed,ss.153-155: DIN allotted by Central Govt; no second DIN,https://www.indiacode.nic.in/handle/123456789/2114,
CA-A,CAA-017,confirmed,s.170(2): return of director appointment within 30 days (DIR-12) -> 4 Sep 2026,https://www.indiacode.nic.in/handle/123456789/2114,
CA-A,CAA-018,confirmed,Audit Rules r.5: unlisted public PUC>=10 cr; private PUC>=50 cr; borrowings/deposits>=50 cr; OPC/small excluded,https://www.mca.gov.in/content/mca/global/en/acts-rules/ebooks/rules.html,
CA-A,CAA-019,confirmed,s.139(2)(a) + proviso: individual one 5-year term; 5-year cooling off -> 2032 AGM,https://www.indiacode.nic.in/handle/123456789/2114,
CA-A,CAA-020,confirmed,Meetings of Board Rules r.6: PUC>=10 cr or turnover>=100 cr or borrowings etc. >50 cr,https://www.mca.gov.in/content/mca/global/en/acts-rules/ebooks/rules.html,
CA-A,CAA-021,confirmed,"s.177(4)(i),(iv),(v): recommend auditors, approve RPTs, scrutinise ICDs; appointment by members s.139(1)",https://www.indiacode.nic.in/handle/123456789/2114,
CA-A,CAA-022,confirmed,"s.177(4)(iv) proviso: txn <= Rs 1 crore without AC approval, not ratified within 3 months -> voidable at AC's option",https://www.indiacode.nic.in/handle/123456789/2114,
CA-A,CAA-023,confirmed,s.89 + Mgmt & Admin Rules r.9: declarations (MGT-4/5) within 30 days; company return (MGT-6) within 30 days,https://www.indiacode.nic.in/handle/123456789/2114,
CA-A,CAA-024,confirmed,SBO Rules 2018 r.2(1)(h) & Expl. III(i): indirect holding via company member only where individual holds majority stake; 20%+3% >= 10%,https://www.mca.gov.in/content/mca/global/en/acts-rules/ebooks/rules.html,
CA-A,CAA-025,confirmed,SBO Rules r.2(1)(h) Expl. III(iv): discretionary trust -> trustee,https://www.mca.gov.in/content/mca/global/en/acts-rules/ebooks/rules.html,
CA-A,CAA-026,confirmed,s.149(1): min 3/2/1; max 15 without special resolution,https://www.indiacode.nic.in/handle/123456789/2114,
CA-A,CAA-027,confirmed,s.149(4) + Explanation: one-third of 11 = 3.67 rounded to 4,https://www.indiacode.nic.in/handle/123456789/2114,
CA-A,CAA-028,confirmed,Appointment Rules r.3: woman director if PUC>=100 cr or turnover>=300 cr; s.149(3) resident director 182 days in the financial year,https://www.indiacode.nic.in/handle/123456789/2114,
CA-A,CAA-029,confirmed,s.173(1): first Board meeting within 30 days of incorporation,https://www.indiacode.nic.in/handle/123456789/2114,
CA-A,CAA-030,confirmed,"s.173(5): one meeting in each half of calendar year, gap >= 90 days",https://www.indiacode.nic.in/handle/123456789/2114,
CA-A,CAA-031,confirmed,s.63(2) conditions; s.63(5) bonus not in lieu of dividend,https://www.indiacode.nic.in/handle/123456789/2114,
CA-A,CAA-032,confirmed,"s.63(1) free reserves/SP/CRR, not revaluation; s.2(43) excludes unrealised FV gains: 18+30+6+8=62",https://www.indiacode.nic.in/handle/123456789/2114,
CA-A,CAA-033,confirmed,s.68(2)(c) and proviso: 25% of PUC+FR (Rs 50 cr = 62.5 lakh shares) but equity buy-back <=25% of paid-up equity shares -> 50 lakh,https://www.indiacode.nic.in/handle/123456789/2114,
CA-A,CAA-034,confirmed,s.139(5): CAG appoints within 180 days of commencement of FY,https://www.indiacode.nic.in/handle/123456789/2114,
CA-A,CAA-035,confirmed,s.139(7): CAG 60 days; Board next 30 days; members at EGM within 60 days,https://www.indiacode.nic.in/handle/123456789/2114,
CA-A,CAA-036,confirmed,s.139(7): 10 May + 60 = 9 Jul; +30 = 8 Aug 2026,https://www.indiacode.nic.in/handle/123456789/2114,
CA-A,CAA-037,confirmed,"s.139(8)(ii): CAG within 30 days, else Board within next 30 days",https://www.indiacode.nic.in/handle/123456789/2114,
CA-A,CAA-038,confirmed,Incorporation Rules r.9: name reserved 20 days from approval (60 days for change of name),https://www.mca.gov.in/content/mca/global/en/acts-rules/ebooks/rules.html,
CA-A,CAA-039,confirmed,s.7(2) conclusive evidence; s.10A declaration within 180 days; s.12(1) registered office within 30 days (as amended 2017),https://www.indiacode.nic.in/handle/123456789/2114,
CA-A,CAA-040,confirmed,s.410: NCLAT Chairperson + Judicial and Technical Members not exceeding eleven,https://www.indiacode.nic.in/handle/123456789/2114,
CA-A,CAA-041,confirmed,"s.424(1),(2) not bound by CPC, civil-court powers; s.425 contempt powers as High Court",https://www.indiacode.nic.in/handle/123456789/2114,
CA-A,CAA-043,confirmed,Cost Rules r.6(5) report to Board within 180 days; r.6(6) CRA-4 within 30 days; r.14 ratification by members; r.6(2) CRA-2 within 30 days/180 days,https://www.mca.gov.in/content/mca/global/en/acts-rules/ebooks/rules.html,
CA-A,CAA-044,confirmed,s.56(4)(b): certificates within two months of allotment,https://www.indiacode.nic.in/handle/123456789/2114,
CA-A,CAA-046,confirmed,s.56(4)(a)-(d): subscribers 2 months; allotment 2 months; transfer 1 month; debentures 6 months,https://www.indiacode.nic.in/handle/123456789/2114,
CA-A,CAA-047,confirmed,s.123(4): dividend deposited within 5 days of declaration,https://www.indiacode.nic.in/handle/123456789/2114,
CA-A,CAA-048,confirmed,s.164(1)(d) proviso: sentence >= 7 years -> never eligible,https://www.indiacode.nic.in/handle/123456789/2114,
CA-A,CAA-049,confirmed,"s.164(1)(c),(d),(f),(g): pending insolvency application; 5 years after sentence; calls unpaid 6 months; s.188 conviction in last 5 years",https://www.indiacode.nic.in/handle/123456789/2114,
CA-A,CAA-050,confirmed,"s.198(2)-(5): subsidies credited; capital profits and FV gains excluded; legal-liability damages deducted; voluntary payments, capital losses, income tax not deducted -> 2,735 lakh",https://www.indiacode.nic.in/handle/123456789/2114,
CA-A,CAA-051,confirmed,s.197(1): 11% of s.198 net profit = 300.85 lakh,https://www.indiacode.nic.in/handle/123456789/2114,
CA-A,CAA-052,confirmed,"s.197(1) provisos: 5%/10% executive, 1% NED where MD/WTD exists, 11% overall",https://www.indiacode.nic.in/handle/123456789/2114,
CA-A,CAA-053,confirmed,Managerial Personnel Rules r.4: sitting fee <= Rs 1 lakh/meeting; s.197(2) excludes sitting fees; s.197(7) no stock options to IDs,https://www.indiacode.nic.in/handle/123456789/2114,
CA-A,CAA-055,confirmed,s.68(2)(b)-(d) + Explanation: 25% of PUC+FR (SP included) = 35 cr; debt <= 2x post-buy-back PUC+FR -> 30 cr binding,https://www.indiacode.nic.in/handle/123456789/2114,"Key correct on the standard simplified test (equity after buy-back = PUC+FR - buy-back amount); note that strict post-buy-back computation also reduces free reserves by the CRR transfer, which cannot be computed without price - acceptable as set."
CA-A,CAA-056,confirmed,s.68(2)(b) proviso: Board route <= 10% of PUC+FR = 14 cr,https://www.indiacode.nic.in/handle/123456789/2114,
CA-A,CAA-057,confirmed,s.69(1): CRR = nominal value of shares bought back out of FR/SP = 1.20 cr,https://www.indiacode.nic.in/handle/123456789/2114,
CA-A,CAA-058,confirmed,s.68(4) one year; s.68(7) extinguish within 7 days; s.68(8) 6-month bar except bonus etc.; s.68(10) return within 30 days,https://www.indiacode.nic.in/handle/123456789/2114,
CA-A,CAA-059,confirmed,"s.63(1): bonus from FR, SP, CRR (not revaluation) = 95 cr / 50 cr -> 19:10",https://www.indiacode.nic.in/handle/123456789/2114,
CA-A,CAA-060,confirmed,Appointment Rules r.4: unlisted public co with PUC>=10 cr or turnover>=100 cr or borrowings >50 cr -> 2 IDs,https://www.mca.gov.in/content/mca/global/en/acts-rules/ebooks/rules.html,
CA-A,CAA-061,confirmed,"s.177(2): >=3 directors, ID majority, majority incl. chair financially literate",https://www.indiacode.nic.in/handle/123456789/2114,
CA-A,CAA-062,confirmed,"s.178(1): >=3 NEDs, not less than half IDs; company chairperson may not chair NRC",https://www.indiacode.nic.in/handle/123456789/2114,
CA-A,CAA-063,confirmed,Cost Rules r.4(1) Table B: overall turnover>=100 cr and aggregate turnover of covered products>=35 cr; r.6(2) Board appoints within 180 days; s.148(3) s.139 auditor barred,https://www.mca.gov.in/content/mca/global/en/acts-rules/ebooks/rules.html,Key B correct; minor: explanation should say 'aggregate turnover of covered product(s)' rather than 'individual product(s)' (Rule 4(1)).
CA-A,CAA-064,confirmed,s.149(6)(e)(i)-(iv): 3-FY look-back for KMP/audit-firm partner; <2% voting power; NPO receiving <25% from company/promoters,https://www.indiacode.nic.in/handle/123456789/2114,
CA-A,CAA-065,confirmed,Dividend Rules 2014 r.3: rate <= 3-yr average; drawal <= 1/10 (PUC+FR); current loss set off first; residual reserves >= 15% PUC,https://www.mca.gov.in/content/mca/global/en/acts-rules/ebooks/rules.html,
CA-A,CAA-067,confirmed,"s.166(2),(3),(6): duties incl. stakeholders and environment; no assignment of office",https://www.indiacode.nic.in/handle/123456789/2114,
CA-A,CAA-068,confirmed,s.166(5): undue gain -> pay amount equal to gain to company; s.166(7) fine Rs 1-5 lakh (unamended),https://www.indiacode.nic.in/handle/123456789/2114,
CA-A,CAA-069,confirmed,Share Capital Rules r.8(5): sweat equity locked in 3 years,https://www.mca.gov.in/content/mca/global/en/acts-rules/ebooks/rules.html,
CA-A,CAA-070,confirmed,Share Capital Rules r.12: 1-year minimum vesting; 'employee' excludes IDs/promoters/>10% director-holders; options non-transferable,https://www.mca.gov.in/content/mca/global/en/acts-rules/ebooks/rules.html,
CA-A,CAA-071,confirmed,"Share Capital Rules r.8(4) (amended 2021): 15% of paid-up equity or Rs 5 cr issue value, whichever higher; overall 25% (start-ups 50%)",https://www.mca.gov.in/content/mca/global/en/acts-rules/ebooks/rules.html,
CA-A,CAA-072,confirmed,"s.141(3)(g): 20-company ceiling excluding OPC, dormant, small, private cos with PUC<100 cr -> 13 counted, 7 more",https://www.indiacode.nic.in/handle/123456789/2114,
CA-A,CAA-073,confirmed,s.141(3)(d)(i) + Audit Rules r.10: relative may hold up to Rs 1 lakh face value; corrective action within 60 days,https://www.indiacode.nic.in/handle/123456789/2114,
CA-A,CAA-074,confirmed,Schedule III: Division I AS; Division II Ind AS non-NBFC; Division III Ind AS NBFC,https://www.indiacode.nic.in/handle/123456789/2114,
CA-A,CAA-075,confirmed,Schedule III General Instructions: liability current if due within 12 months or no unconditional right to defer >=12 months,https://www.indiacode.nic.in/handle/123456789/2114,
CA-A,CAA-076,confirmed,"Schedule III (24 Mar 2021) Additional Regulatory Information: explain ratio change >25%: CR -26.67%, TR turnover +30%",https://www.indiacode.nic.in/handle/123456789/2114,
CA-A,CAA-079,confirmed,s.62(1)(c) special resolution + registered valuer; Share Capital Rules r.13(2): allotment within 12 months of SR,https://www.indiacode.nic.in/handle/123456789/2114,
CA-A,CAA-080,confirmed,s.125(2): matured deposits/debentures unclaimed 7 years credited to IEPF,https://www.indiacode.nic.in/handle/123456789/2114,
CA-A,CAA-081,confirmed,"s.125(3)(b),(c): investor education; distribution of disgorged amounts; no lending",https://www.indiacode.nic.in/handle/123456789/2114,
CA-A,CAA-082,confirmed,s.149(6)(c) (amended 2017): pecuniary relationship up to 10% of total income allowed; 11.25% bars,https://www.indiacode.nic.in/handle/123456789/2114,
CA-A,CAA-083,confirmed,s.149(6)(e)(i) and proviso: relative's KMP role in 3 preceding FYs bars; relative's non-KMP employment does not,https://www.indiacode.nic.in/handle/123456789/2114,
CA-A,CAA-084,confirmed,"s.149(10),(11): 5-year term, max two consecutive terms",https://www.indiacode.nic.in/handle/123456789/2114,
CA-A,CAA-085,confirmed,"s.149(11) + Explanation: 3-year cooling off, no association in any capacity",https://www.indiacode.nic.in/handle/123456789/2114,
CA-A,CAA-086,confirmed,s.149(13) rotation n/a; s.149(12) limited liability; s.197(7) no ESOPs; Schedule IV para VII separate meeting,https://www.indiacode.nic.in/handle/123456789/2114,
CA-A,CAA-087,confirmed,"s.123(3): interim dividend out of P&L surplus, profits of the FY, or profits till preceding quarter",https://www.indiacode.nic.in/handle/123456789/2114,
CA-A,CAA-088,confirmed,s.123(3) proviso: loss to preceding quarter -> rate <= 3-yr average = 12% -> Rs 3 cr,https://www.indiacode.nic.in/handle/123456789/2114,
CA-A,CAA-089,confirmed,s.123(3) Board declares during FY or before AGM; s.123(4) 5-day deposit; s.52(2) SP not for dividend,https://www.indiacode.nic.in/handle/123456789/2114,
CA-A,CAA-090,confirmed,s.53(1): no discount issue except as provided in s.54 (sweat equity); s.53(2A),https://www.indiacode.nic.in/handle/123456789/2114,
CA-A,CAA-092,confirmed,s.43: equity (voting/differential rights) and preference,https://www.indiacode.nic.in/handle/123456789/2114,
CA-A,CAA-093,confirmed,s.47(2) proviso: preference dividend unpaid >= 2 years -> vote on all resolutions,https://www.indiacode.nic.in/handle/123456789/2114,
CA-A,CAA-094,confirmed,s.47(2) provisos: equity:preference votes in ratio of paid-up capital; 20% x 1/3 = 6.67%,https://www.indiacode.nic.in/handle/123456789/2114,
CA-A,CAA-095,confirmed,s.185(1)(a) (substituted 2018): no loan to director of company or its holding company; s.185(3) exceptions,https://www.indiacode.nic.in/handle/123456789/2114,
CA-A,CAA-096,confirmed,"MCA exemption GSR 464(E) 5 Jun 2015: s.185 n/a to private co with no body-corporate shareholder, borrowings < lower of 2x PUC or Rs 50 cr, no default",https://www.mca.gov.in/content/mca/global/en/acts-rules/ebooks/rules.html,
CA-A,CAA-097,confirmed,s.173(1): not more than 120 days between consecutive Board meetings,https://www.indiacode.nic.in/handle/123456789/2114,
CA-A,CAA-098,confirmed,s.173(1): 14 Aug to 20 Dec 2026 = 127 intervening days > 120,https://www.indiacode.nic.in/handle/123456789/2114,
CA-A,CAA-099,confirmed,"s.165(1) + Explanations: 20 incl. alternate, dormant excluded; 10 public incl. private holding/subsidiary of public",https://www.indiacode.nic.in/handle/123456789/2114,
CA-A,CAA-100,confirmed,"LODR Reg 17A(1),(2): director in <=7 listed entities; WTD/MD of a listed entity may be ID in <=3 listed entities",https://www.sebi.gov.in/legal/regulations/jul-2025/securities-and-exchange-board-of-india-listing-obligations-and-disclosure-requirements-regulations-2015-last-amended-on-july-02-2025-_95115.html,
CA-A,CAA-101,confirmed,s.26(8): prospectus invalid if issued >90 days after delivery to Registrar,https://www.indiacode.nic.in/handle/123456789/2114,
CA-A,CAA-102,confirmed,s.35(2)(a): withdrew consent to be director before issue and prospectus issued without authority,https://www.indiacode.nic.in/handle/123456789/2114,
CA-A,CAA-103,confirmed,s.447: 6 months-10 years (min 3 years if public interest) and fine 1x-3x amount involved,https://www.indiacode.nic.in/handle/123456789/2114,
CA-A,CAA-106,confirmed,s.178(2)-(4) NRC functions; RPT approval is AC function s.177(4)(iv),https://www.indiacode.nic.in/handle/123456789/2114,
CA-A,CAA-107,confirmed,"s.178(1) half IDs suffices; LODR Reg 19(1)(c): at least two-thirds IDs, all NEDs; Reg 19(2) ID chair",https://www.sebi.gov.in/legal/regulations/jul-2025/securities-and-exchange-board-of-india-listing-obligations-and-disclosure-requirements-regulations-2015-last-amended-on-july-02-2025-_95115.html,
CA-A,CAA-108,confirmed,s.173(3): not less than 7 days' written notice,https://www.indiacode.nic.in/handle/123456789/2114,
CA-A,CAA-109,confirmed,s.173(3) provisos: shorter notice if >=1 ID present; else decisions final only on ratification by >=1 ID,https://www.indiacode.nic.in/handle/123456789/2114,
CA-A,CAA-110,confirmed,s.173(2); s.174(1) Explanation: VC participants counted for quorum,https://www.indiacode.nic.in/handle/123456789/2114,
